filename,x1,y1,x2,y2,confidence,class_id,class_name
MFDC2472.JPG,803.1655883789062,1004.3887939453125,883.5657348632812,1079.5220947265625,0.727142870426178,2,People
MFDC2472.JPG,1914.5408935546875,870.214599609375,1961.5902099609375,919.2293701171875,0.5557946562767029,2,People
MFDC2472.JPG,99.97920227050781,1086.5699462890625,141.1365966796875,1168.132080078125,0.4716883897781372,2,People
MFDC2472.JPG,1874.2435302734375,868.9337768554688,1910.59326171875,920.8707275390625,0.38527899980545044,2,People
MFDC2472.JPG,568.0798950195312,1037.841552734375,648.9955444335938,1138.3082275390625,0.37109440565109253,2,People
MFDC2472.JPG,849.3997192382812,1008.8311157226562,895.8343505859375,1073.622802734375,0.35138267278671265,2,People
MFDC2472.JPG,774.064453125,1015.9989624023438,868.7830810546875,1083.724365234375,0.3430492579936981,2,People
MFDC2472.JPG,2324.639404296875,1070.0985107421875,2359.067138671875,1127.10791015625,0.32012230157852173,1,Human
MFDC2472.JPG,1242.1517333984375,989.6423950195312,1278.116943359375,1049.511962890625,0.28582048416137695,2,People
MFDC2472.JPG,275.8519592285156,1140.6199951171875,318.8785400390625,1229.802490234375,0.2637954652309418,1,Human
MFDC2472.JPG,1581.92578125,887.25830078125,1614.346435546875,946.0250854492188,0.2534121870994568,2,People
MFDC2473.JPG,447.84429931640625,1533.308349609375,525.760986328125,1780.685302734375,0.9528970122337341,1,Human
MFDC2473.JPG,378.78656005859375,1602.9005126953125,451.3678283691406,1842.5093994140625,0.9009701609611511,1,Human
MFDC2473.JPG,94.34741973876953,1089.311279296875,140.2327880859375,1170.792236328125,0.5898198485374451,2,People
MFDC2473.JPG,799.7323608398438,1004.8262329101562,886.3236694335938,1080.2322998046875,0.5134794116020203,2,People
MFDC2473.JPG,490.8914794921875,1185.8814697265625,537.46875,1287.7254638671875,0.49251696467399597,1,Human
MFDC2473.JPG,2846.555419921875,1063.5865478515625,2873.97216796875,1109.2255859375,0.46357446908950806,1,Human
MFDC2473.JPG,716.9428100585938,1174.0257568359375,759.1026611328125,1289.421875,0.40622830390930176,1,Human
MFDC2473.JPG,300.30078125,1303.85888671875,334.7481384277344,1406.3521728515625,0.38728636503219604,1,Human
MFDC2473.JPG,2973.08544921875,1027.9512939453125,3001.835205078125,1106.274658203125,0.38186371326446533,1,Human
MFDC2473.JPG,3363.750732421875,1025.8995361328125,3403.885986328125,1110.5843505859375,0.32538145780563354,2,People
MFDC2473.JPG,2325.7099609375,1071.72216796875,2361.314208984375,1127.1041259765625,0.3114447593688965,1,Human
MFDC2473.JPG,541.2134399414062,1256.085693359375,577.4595336914062,1343.3248291015625,0.3113771080970764,1,Human
MFDC2473.JPG,103.2425765991211,1731.66650390625,143.12188720703125,1847.32763671875,0.3063693642616272,2,People
MFDC2473.JPG,3361.278076171875,1027.9932861328125,3399.095947265625,1111.302978515625,0.303789883852005,1,Human
MFDC2473.JPG,1568.016845703125,879.2898559570312,1612.3470458984375,945.1466674804688,0.2868545949459076,2,People
MFDC2473.JPG,775.2837524414062,1016.1753540039062,870.0807495117188,1084.1883544921875,0.2828143835067749,2,People
MFDC2473.JPG,402.7569580078125,1571.5404052734375,466.17333984375,1831.7508544921875,0.27954551577568054,1,Human
MFDC2473.JPG,1084.793701171875,900.523681640625,1142.0283203125,973.0830688476562,0.2724086344242096,2,People
MFDC2473.JPG,846.454833984375,991.2852172851562,893.419921875,1073.0303955078125,0.26254358887672424,2,People
MFDC2473.JPG,129.93402099609375,1339.7442626953125,184.96710205078125,1432.419677734375,0.2546667754650116,2,People
MFDC2473.JPG,1683.3365478515625,875.3358764648438,1713.6763916015625,938.945068359375,0.2516874372959137,2,People
MFDC2474.JPG,2826.291015625,1150.3829345703125,2862.82275390625,1256.5072021484375,0.9137248396873474,1,Human
MFDC2474.JPG,497.24700927734375,1661.0076904296875,567.22412109375,1895.888427734375,0.7882009148597717,1,Human
MFDC2474.JPG,2818.7451171875,1147.8143310546875,2859.54638671875,1283.072509765625,0.598911464214325,1,Human
MFDC2474.JPG,2325.357666015625,1064.8919677734375,2359.9453125,1127.401611328125,0.5887901782989502,1,Human
MFDC2474.JPG,335.87860107421875,1221.171142578125,381.40301513671875,1344.205078125,0.5849781036376953,2,People
MFDC2474.JPG,1880.5762939453125,854.8386840820312,1932.2581787109375,925.6397094726562,0.5572255253791809,2,People
MFDC2474.JPG,1539.6024169921875,1210.8062744140625,1592.7696533203125,1303.7451171875,0.4995802640914917,2,People
